World Rank;University;Det.;Presence Rank*;Impact Rank*;Openness Rank*;Excellence Rank*
573;Icahn School of Medicine at Mount Sinai;;5819;1398;2931;141
573;Università degli Studi Roma Tre;;1085;920;540;531
575;Universität Rostock;;1217;821;819;525
576;University of Massachusetts Boston;;1027;418;662;880
577;Shenzhen University / 深圳大学;;1480;796;665;562
578;Southern Illinois University;;1041;419;992;827
579;Indian Institute of Technology Madras;;2141;647;593;665
580;Wuhan University of Technology / 武汉理工大学;;1724;830;776;520
581;Boğaziçi University;;1142;762;479;637
582;Istanbul Technical University / İstanbul Teknik Üniversitesi;;666;938;358;594
583;Chung Ang University / 중앙대학교;;1623;589;1188;641
584;University of Haifa;;717;678;531;709
585;(1) Kyung Hee University / 경희대학교;;324;1615;525;366
586;Université de Rennes I (comUE Université Bretagne Loire);;639;932;523;583
587;Colorado School of Mines;;2543;698;482;660
588;Università degli Studi di Trieste;;822;1241;450;468
589;Bangor University;;942;737;376;713
590;University of Eastern Finland / Itä-Suomen yliopisto;;1396;1224;377;469
591;Beijing University of Posts and Telecommunications / 北京邮电大学;;2631;838;1090;497
592;North Dakota State University;;1319;508;703;814
593;Mahidol University;;361;719;929;671
594;Universidade de Brasília UNB;;414;563;740;821
595;Worcester Polytechnic Institute;;1448;373;609;972
596;Universidade Federal Fluminense;;259;407;1118;930
597;(3) University of Texas Medical Branch Galveston;;2462;862;407;601
598;Observatoire de Paris;;2208;722;852;607
599;Technische Universität Kaiserslautern;;1310;534;674;812
600;University of Stirling;;2301;587;559;773
600;Dublin City University;;1724;544;767;775
602;Jinan University / 暨南大学;;906;717;1174;612
602;University of Waikato;;1435;499;208;947
604;University of Toledo;;1643;602;663;756
605;Università degli Studi di Verona;;588;1331;324;496
606;Università degli Studi di Salerno;;961;1325;651;419
607;Nanjing Medical University / 南京医科大学;;2710;957;1494;426
608;University of Portsmouth;;1302;593;698;784
608;Universiti Sains Malaysia;;192;1306;508;515
608;Southwest Jiaotong University / 西南交通大学;;1120;817;962;588
608;University of Montana Missoula;;1366;450;721;895
608;(1) Beijing (Northern) Jiaotong University / 北京交通大学;;1319;1137;656;481
613;Universidad de Cantabria;;1085;1058;159;621
614;Università degli Studi di Udine;;967;1125;332;555
615;Università degli Studi di Ferrara;;798;1428;174;503
616;University of Limerick;;717;644;684;778
617;Universidad de los Andes Colombia;;441;648;423;854
617;Murdoch University;;1734;643;599;757
619;Huazhong (Central China) Agriculture University / 华中农业大学;;1886;892;695;585
620;Universidad de Puerto Rico;;286;845;544;714
621;Universidad Complutense de Madrid;;277;198;11401;268
622;Universitat Jaume I;;613;681;552;784
623;National Taiwan Normal University;;306;398;909;1037
624;Università degli Studi di Modena e Reggio Emilia;;1109;1372;402;475
625;California State University Fullerton;;1997;235;612;1277
626;University of Kwazulu Natal;;1168;1288;573;473
627;Cranfield University;;2473;714;613;693
628;Fuzhou University / 福州大学;;1564;925;884;565
629;Universiti Putra Malaysia;;120;1435;638;491
629;Central China Normal University / 华中师范大学;;1530;691;1162;656
631;University of New Brunswick;;1241;493;458;954
632;Okayama University / 岡山大学;;909;1133;569;547
633;Johannes Kepler Universität Linz;;1410;765;490;741
634;Birkbeck University of London;;1530;604;397;888
635;University of North Carolina at Greensboro;;1094;469;623;958
636;University of Texas El Paso;;1452;583;501;899
637;Northwest A & F University / 西北农林科技大学;;2039;878;1379;549
638;Northumbria University;;1724;768;503;746
638;University of Crete;;950;972;579;650
640;University of Memphis (including Lambuth);;2406;586;430;891
641;University of Hull;;3278;736;536;727
641;Sharif University of Technology Tehran;;1107;889;2406;493
643;Universität Mannheim;;807;585;511;933
643;Aberystwyth University / Prifysgol Aberystwyth;;1302;578;763;868
645;University of Windsor;;1130;496;743;945
646;Adam Mickiewicz University Poznan / Uniwersytet Adama Mickiewicza w Poznaniu;;560;491;1581;863
647;Hohai University / 河海大学;;1678;863;859;639
648;South China Normal University / 华南师范大学;;1553;670;1228;723
649;Medizinische Hochschule Hannover;;3312;1925;418;358
650;Miami University of Ohio;;1471;482;586;1005
651;Université du Luxembourg;;252;1045;589;685
652;ITMO University / Университет ИТМО;;606;630;644;910
652;University of Nebraska Medical Center;;2375;1064;485;599
654;Tilburg University;;1669;986;691;625
654;Aston University;;1978;807;563;741
656;Università degli Studi di Cagliari;;678;1259;720;540
657;Southwest University / 西南大学;;1841;1076;1257;506
658;University of the West of England;;1790;538;678;922
659;University of Zagreb;;98;819;4056;540
659;Technische Universität Chemnitz;;838;458;1053;987
661;National Taiwan University of Science & Technology;;934;1099;696;604
662;Ernst Moritz Arndt Universität Greifswald;;1970;890;607;700
662;Indian Institute of Technology Kanpur;;734;927;526;745
664;Donghua University / 东华大学;;1480;929;1310;597
665;Missouri University of Science & Technology;;1293;806;572;791
666;Wroclaw University / Uniwersytet Wrocławski;;887;515;1047;941
667;University of Cyprus;;630;1163;244;692
668;Universität fur Bodenkultur Wien;;1185;988;787;658
669;University of Szeged / Szegedi Tudományegyetem SZTE;;577;720;676;863
669;Leiden University / Universiteit Leiden;;1654;562;11401;85
669;Northeast Normal University / 东北师范大学;;3140;626;1614;728
672;Centro de Investigación y de Estudios Avanzados del IPN CINVESTAV;;2511;1385;165;593
672;Charles Sturt University;;929;565;920;925
674;Universitat Rovira i Virgili;;1130;1332;484;573
674;San José State University;;1202;224;1167;1391
676;Creighton University;;1926;439;838;1042
677;École Polytechnique de Montréal;;1282;1023;500;695
678;Ocean University of China / 中国海洋大学;;1608;887;1231;648
678;École Polytechnique (comUE Université Paris Saclay);;4995;1517;470;451
678;University of North Dakota;;2177;329;1144;1129
681;Keele University;;2985;711;554;832
682;Bowling Green State University;;1537;368;664;1238
683;Depaul University;;1094;302;761;1350
684;University of Ulster;;2088;876;455;778
684;University of Massachusetts Lowell;;1643;527;653;1017
686;(1) Otto Von Guericke Universität Magdeburg;;1734;921;2097;563
687;Nanchang University / 南昌大学;;1643;761;2316;633
687;Nanjing Normal University / 南京师范大学;;1700;685;1735;725
687;California Polytechnic State University Cal Poly;;1452;321;765;1306
690;Ritsumeikan University / 立命館大学;;957;541;1082;956
691;University of Alaska Fairbanks;;1378;359;5100;786
691;Cairo University;;977;1294;967;547
693;Chiang Mai University;;69;512;2011;1011
694;Palacký University / Univerzita Palackého v Olomouci;;749;1075;1365;596
695;Université de Bourgogne / Université de Dijon (comUE Université Bourgogne Franche Comté);;1574;1052;750;666
696;University of New England Australia;;1823;706;654;878
696;Université de Lille;;816;3232;1262;184
698;Université de Toulouse III / Université Toulouse Paul Sabatier (comUE Université de Toulouse);;4340;3517;488;176
698;Harbin Engineering University / 哈尔滨工程大学;;2160;943;1194;649
700;Tamkang University;;420;340;1005;1340
701;University of Regina;;2169;689;668;886
702;Tomsk State University / Томский государственный университет;;63;826;1813;807
702;Jiangsu University / 江苏大学;;2084;1246;1493;500
704;Universidad de La Laguna;;1056;997;926;714
704;University of Hertfordshire;;1933;666;823;899
706;Texas State University;;1273;497;626;1151
707;Universidad Nacional de Educación a Distancia UNED;;356;504;810;1184
708;Villanova University;;1142;514;783;1098
709;Universität Siegen;;1530;976;792;732
710;California State University Northridge;;914;243;1049;1507
711;National Chung Hsing University;;92;1083;1142;732
712;University of Brighton;;1413;700;949;884
712;École Normale Supérieure de Lyon (comUE Université de Lyon);;467;977;567;846
714;Manchester Metropolitan University;;1881;617;816;979
714;Universidade Federal do Ceará;;603;850;702;875
716;Comenius University in Bratislava / Univerzita Komenského v Bratislave;;358;1175;1195;646
717;Universitat de Girona;;704;1082;708;732
718;China University of Petroleum / 中国石油大学;;1590;987;1249;677
719;National Nuclear Research University (Moscow State Engineering Physics Institute) / Национальный исследовательский ядерный университет МИФИ;;1756;996;1357;668
719;California State University Los Angeles;;2567;694;1314;820
721;Universität Hohenheim;;1102;918;839;800
722;Collège de France (comUE Université Paris PSL);;3049;1581;625;517
722;Wright State University;;1608;627;873;985
722;(1) Indian Institute of Technology Delhi;;2371;1488;590;558
725;International School for Advanced Studies / Scuola Internazionale Superiore di Studi Avanzati SISSA di Trieste;;1574;1295;345;703
726;University of California Merced;;1631;1018;338;848
727;Florida Institute of Technology;;2338;713;317;1023
728;Universität Kassel;;1171;588;907;1054
729;Istanbul University;;928;1065;982;716
730;Scuola Normale Superiore di Pisa;;1471;1490;134;695
731;Universidade Federal da Bahia;;525;727;837;976
731;Brno University of Technology / Vysoké Učení Technické v Brně;;391;788;1157;902
733;Victoria University;;2773;937;734;788
734;Universidade Federal do Rio Grande do Norte;;645;754;751;963
735;North China Electric Power University / 华北电力大学;;2726;1147;1935;539
736;Royal Holloway University of London;;2009;888;4573;518
737;Indian Institute of Science Bangalore;;47;2820;591;460
737;Edith Cowan University;;1692;801;687;911
737;Western Michigan University;;1088;391;1065;1339
740;Università Politécnica delle Marche;;1374;1706;492;568
741;Zhejiang University of Technology / 浙江工业大学;;2575;1010;1274;681
741;(1) Shaanxi Normal University / 陕西师范大学;;1623;712;1715;836
741;Università degli Studi di Brescia;;2047;1911;314;535
741;Australian Catholic University;;2076;1107;167;856
741;Bilkent University;;1171;856;635;909
746;Santa Clara University;;854;291;791;1574
747;Université de Caen / Université Caen Normandie (comUE Normandie Université);;1266;946;1448;738
748;Universiti Kebangsaan Malaysia / National University of Malaysia;;115;1643;1568;535
749;Universidad de Alcalá;;1063;971;822;829
750;University of Arkansas for Medical Sciences;;3271;1458;219;678
750;University of Delhi;;1485;1466;803;595
752;University of Debrecen / Debreceni Egyetem DE;;537;1244;636;757
752;Technische Universität Braunschweig;;1843;1238;1263;610
754;Bergische Universität Wuppertal;;1287;1039;1094;746
754;Indian Institute of Technology Kharagpur;;2473;1639;1050;495
756;Vilnius University / Vilniaus universitetas;;392;1072;1375;739
757;Oakland University;;2567;672;686;1007
758;Jiangnan University (Southern Yangtze University) / 江南大学;;2462;1314;1608;544
759;(1) Marquette University;;1435;495;1034;1193
760;Boise State University;;1360;467;842;1275
761;Chiba University / 千葉大学;;3284;1199;1820;552
761;Goldsmiths University of London;;1260;558;727;1202
763;Nicolaus Copernicus University / Uniwersytet Mikołaja Kopernika w Toruniu;;545;674;840;1076
764;(2) Universität Trier;;413;392;1165;1424
764;Brock University;;1360;639;1010;1045
766;University of Canberra;;2516;724;610;1007
767;Ankara University;;560;1228;742;766
768;American University of Beirut;;472;1260;449;815
769;Hacettepe University;;1017;1341;798;685
770;Universität Paderborn;;1248;661;1273;993
771;Nova Southeastern University;;1608;432;897;1356
772;Università degli Studi di Messina;;1396;1934;557;551
772;(1) Chonbuk National University (Iksan National College) / 전북대학교;;3569;1502;1095;534
774;Universidade Federal de Goiás UFG;;52;849;889;1092
775;Universidade do Estado do Rio de Janeiro UERJ;;765;1359;304;813
776;Université de Versailles / Université de Versailles Saint Quentin en Yvelines (comUE Université Paris Saclay);;2651;1862;1343;446
777;University of Salford;;1930;621;828;1128
778;Inha University / 인하대학교;;1195;1656;513;646
779;Universidad de Las Palmas de Gran Canaria;;353;707;863;1132
780;National University of Defense Technology (National Defense University) / 国防科学技术大学 (国防科技大学);;4362;1464;2079;470
781;Konkuk University / 건국대학교;;954;1677;1152;560
782;Nihon University / 日本大学;;126;879;1197;991
783;Universiti Teknologi MARA / MARA University of Technology;;73;861;1267;1028
784;Kanazawa University / 金沢大学;;1678;1289;704;741
785;Sheffield Hallam University;;1334;580;1083;1187
785;Swinburne University of Technology;;2336;894;5428;528
787;Lulea University of Technology / Luleå tekniska Universitet;;1692;1030;785;857
788;Universidade Federal de Pernambuco;;758;1128;794;844
789;Kasetsart University;;170;475;2082;1280
790;Shinshu University / 信州大学;;1715;1420;714;697
